Distance,Cross level,Curvature,Lateral,Vertical,Gauge
1427.75,0.756,0.003,0.511,-0.715,0.952
1428.0,0.594,0.003,0.547,-0.674,0.926
1428.25,0.616,0.003,0.573,-0.692,0.712
1428.5,0.637,0.003,0.598,-0.711,0.499
1428.75,0.711,0.003,0.711,-0.802,0.485
1429.0,0.784,0.003,0.825,-0.894,0.471
1429.25,1.046,0.002,0.873,-0.967,0.524
1429.5,1.309,0.0,0.922,-1.039,0.578
1429.75,1.414,0.0,0.992,-1.133,0.82
1430.0,1.521,0.0,1.06,-1.227,1.062
1430.25,1.662,0.0,1.124,-1.276,1.222
1430.5,1.803,0.0,1.187,-1.326,1.382
1430.75,1.789,0.0,1.27,-1.276,1.133
1431.0,1.775,0.0,1.353,-1.225,0.884
1431.25,1.655,0.0,1.249,-1.045,1.12
1431.5,1.535,0.0,1.144,-0.865,1.356
1431.75,1.231,-0.005,0.951,-0.551,1.289
1432.0,0.927,-0.01,0.758,-0.236,1.222
1432.25,0.683,-0.01,0.651,0.055,1.056
1432.5,0.439,-0.01,0.544,0.346,0.89
1432.75,0.19,-0.01,0.567,0.587,0.897
1433.0,-0.058,-0.01,0.589,0.828,0.904
1433.25,-0.252,-0.01,0.388,1.152,0.771
1433.5,-0.447,-0.01,0.187,1.476,0.638
1433.75,-0.355,-0.01,0.043,1.727,0.469
1434.0,-0.263,-0.01,-0.101,1.978,0.299
1434.25,-0.185,-0.011,-0.238,2.155,0.407
1434.5,-0.108,-0.012,-0.375,2.333,0.515
1434.75,0.044,-0.012,-0.421,2.456,0.528
1435.0,0.197,-0.012,-0.467,2.58,0.541
1435.25,0.248,-0.012,-0.3,2.55,0.555
1435.5,0.3,-0.012,-0.132,2.52,0.569
1435.75,0.321,-0.012,-0.067,2.445,0.606
1436.0,0.342,-0.012,-0.003,2.371,0.644
1436.25,0.346,-0.012,0.066,2.254,0.633
1436.5,0.349,-0.012,0.135,2.138,0.622
1436.75,0.326,-0.012,0.095,1.869,0.584
1437.0,0.303,-0.012,0.055,1.601,0.546
1437.25,0.311,-0.012,0.167,1.547,0.553
1437.5,0.319,-0.012,0.28,1.493,0.56
1437.75,0.431,-0.012,0.381,1.499,0.684
1438.0,0.543,-0.012,0.482,1.505,0.809
1438.25,0.585,-0.012,0.402,1.555,0.77
1438.5,0.628,-0.012,0.321,1.605,0.732
1438.75,0.688,-0.012,0.14,1.643,0.634
1439.0,0.749,-0.012,-0.042,1.68,0.535
1439.25,0.668,-0.011,-0.269,1.81,0.659
1439.5,0.587,-0.01,-0.496,1.94,0.782
1439.75,0.495,-0.01,-0.624,1.855,0.772
1440.0,0.404,-0.01,-0.754,1.771,0.762
1440.25,0.265,-0.01,-0.791,1.71,0.623
1440.5,0.125,-0.01,-0.828,1.649,0.484
1440.75,0.034,-0.011,-1.058,1.546,0.503
1441.0,-0.057,-0.012,-1.288,1.443,0.523
1441.25,-0.11,-0.012,-1.379,1.404,0.227
1441.5,-0.164,-0.012,-1.469,1.365,-0.068
1441.75,-0.089,-0.009,-1.496,1.067,-0.184
1442.0,-0.014,-0.007,-1.523,0.768,-0.299
1442.25,-0.014,-0.007,-1.48,0.576,-0.526
1442.5,-0.014,-0.007,-1.437,0.384,-0.752
1442.75,0.136,-0.007,-1.422,0.193,-0.737
1443.0,0.286,-0.007,-1.408,0.001,-0.722
1443.25,0.456,-0.007,-1.271,-0.073,-0.726
1443.5,0.625,-0.007,-1.133,-0.147,-0.731
1443.75,0.64,-0.007,-1.065,-0.225,-0.64
1444.0,0.656,-0.007,-0.996,-0.303,-0.549
1444.25,0.497,-0.001,-0.936,-0.23,-0.47
1444.5,0.339,0.005,-0.876,-0.156,-0.39
1444.75,0.076,0.005,-0.787,-0.233,-0.476
1445.0,-0.187,0.005,-0.698,-0.31,-0.562
1445.25,-0.5,0.005,-0.79,-0.399,-0.645
1445.5,-0.813,0.005,-0.882,-0.487,-0.728
1445.75,-0.937,0.003,-0.955,-0.357,-0.777
1446.0,-1.06,0.002,-1.028,-0.226,-0.826
1446.25,-1.057,0.002,-0.986,-0.137,-1.051
1446.5,-1.053,0.002,-0.945,-0.048,-1.276
1446.75,-0.885,0.004,-0.749,0.001,-1.358
1447.0,-0.717,0.005,-0.553,0.051,-1.44
1447.25,-0.602,0.005,-0.437,0.117,-1.48
1447.5,-0.488,0.005,-0.32,0.183,-1.52
1447.75,-0.412,0.005,-0.349,0.088,-1.53
1448.0,-0.337,0.005,-0.378,-0.008,-1.539
1448.25,-0.23,0.005,-0.229,-0.164,-1.4
1448.5,-0.124,0.005,-0.081,-0.32,-1.261
1448.75,-0.072,0.005,-0.046,-0.363,-1.066
1449.0,-0.021,0.005,-0.011,-0.406,-0.87
1449.25,-0.024,0.008,0.183,-0.41,-0.955
1449.5,-0.027,0.01,0.378,-0.415,-1.04
1449.75,-0.045,0.01,0.416,-0.323,-1.221
1450.0,-0.062,0.01,0.454,-0.23,-1.402
1450.25,-0.115,0.01,0.35,-0.205,-1.357
1450.5,-0.169,0.01,0.246,-0.18,-1.312
1450.75,-0.126,0.009,0.209,-0.032,-1.311
1451.0,-0.083,0.008,0.171,0.116,-1.31
1451.25,-0.068,0.008,0.109,0.094,-1.219
1451.5,-0.053,0.008,0.048,0.071,-1.127
1451.75,0.126,0.006,-0.027,0.286,-1.049
1452.0,0.304,0.005,-0.102,0.5,-0.97
1452.25,0.374,0.005,-0.192,0.604,-0.885
1452.5,0.443,0.005,-0.282,0.708,-0.8
1452.75,0.433,0.005,-0.36,0.768,-0.94
1453.0,0.423,0.005,-0.438,0.828,-1.079
1453.25,0.304,0.005,-0.386,0.66,-1.12
1453.5,0.185,0.005,-0.333,0.493,-1.161
1453.75,-0.01,0.005,-0.171,0.366,-1.093
1454.0,-0.206,0.005,-0.008,0.238,-1.025
1454.25,-0.334,0.005,0.187,-0.103,-1.212
1454.5,-0.462,0.005,0.382,-0.443,-1.398
1454.75,-0.48,0.005,0.535,-0.615,-1.389
1455.0,-0.497,0.005,0.686,-0.786,-1.38
1455.25,-0.424,0.005,0.793,-0.91,-1.092
1455.5,-0.352,0.005,0.901,-1.033,-0.803
1455.75,-0.251,0.006,1.121,-1.063,-0.81
1456.0,-0.15,0.007,1.342,-1.094,-0.816
1456.25,-0.098,0.007,1.477,-1.063,-0.542
1456.5,-0.046,0.007,1.611,-1.032,-0.268
1456.75,0.067,0.001,1.455,-0.712,-0.111
1457.0,0.181,-0.005,1.298,-0.391,0.046
1457.25,0.285,-0.005,1.154,-0.14,0.253
1457.5,0.389,-0.005,1.009,0.112,0.459
1457.75,0.438,-0.005,0.884,0.414,0.506
1458.0,0.487,-0.005,0.76,0.716,0.553
1458.25,0.432,-0.005,0.568,0.933,0.535
1458.5,0.376,-0.005,0.377,1.15,0.516
1458.75,0.281,-0.005,0.294,1.34,0.437
1459.0,0.185,-0.005,0.211,1.529,0.357
1459.25,0.162,-0.008,0.007,1.429,0.218
1459.5,0.139,-0.01,-0.198,1.328,0.079
1459.75,0.233,-0.01,-0.307,1.267,0.02
1460.0,0.328,-0.01,-0.418,1.206,-0.039
1460.25,0.347,-0.01,-0.282,1.067,-0.019
1460.5,0.367,-0.01,-0.147,0.929,0.002
1460.75,0.275,-0.005,-0.091,0.626,0.102
1461.0,0.184,0.0,-0.036,0.324,0.202
1461.25,0.097,0.0,0.02,0.087,0.318
1461.5,0.011,0.0,0.077,-0.149,0.433
1461.75,-0.14,0.0,0.124,-0.344,0.479
1462.0,-0.291,0.0,0.171,-0.539,0.524
1462.25,-0.344,0.0,0.175,-0.73,0.559
1462.5,-0.397,0.0,0.18,-0.921,0.594
1462.75,-0.316,0.0,0.197,-0.901,0.626
1463.0,-0.235,0.0,0.215,-0.881,0.658
1463.25,-0.257,0.0,0.237,-0.799,0.726
1463.5,-0.28,0.0,0.259,-0.718,0.794
1463.75,-0.258,0.0,0.139,-0.67,0.757
1464.0,-0.237,0.0,0.019,-0.622,0.72
1464.25,-0.19,-0.006,-0.17,-0.456,0.836
1464.5,-0.142,-0.012,-0.358,-0.289,0.952
1464.75,-0.101,-0.012,-0.444,-0.18,1.075
1465.0,-0.059,-0.012,-0.531,-0.069,1.197
1465.25,-0.002,-0.012,-0.557,0.032,0.942
1465.5,0.056,-0.012,-0.583,0.133,0.686
1465.75,0.017,-0.011,-0.732,0.066,0.926
1466.0,-0.022,-0.01,-0.881,-0.001,1.165
1466.25,-0.102,-0.01,-0.941,-0.077,1.176
1466.5,-0.182,-0.01,-1.001,-0.152,1.186
1466.75,-0.324,-0.004,-0.903,-0.415,1.087
1467.0,-0.466,0.002,-0.806,-0.678,0.988
1467.25,-0.547,0.002,-0.709,-0.858,0.906
1467.5,-0.629,0.002,-0.612,-1.038,0.824
1467.75,-0.666,0.002,-0.523,-1.261,0.772
1468.0,-0.703,0.002,-0.434,-1.484,0.72
1468.25,-0.596,0.003,-0.385,-1.554,0.824
1468.5,-0.49,0.004,-0.335,-1.624,0.927
1468.75,-0.486,0.004,-0.213,-1.895,1.008
1469.0,-0.481,0.004,-0.092,-2.166,1.088
1469.25,-0.487,0.003,-0.029,-2.264,1.121
1469.5,-0.493,0.002,0.033,-2.362,1.154
1469.75,-0.551,0.002,0.102,-2.374,1.229
1470.0,-0.608,0.002,0.169,-2.385,1.304
1470.25,-0.562,0.002,0.061,-2.243,1.073
1470.5,-0.517,0.002,-0.047,-2.101,0.843
1470.75,-0.476,0.001,-0.138,-2.057,0.882
1471.0,-0.435,0.0,-0.229,-2.013,0.922
1471.25,-0.373,0.0,-0.306,-1.911,0.823
1471.5,-0.311,0.0,-0.383,-1.81,0.724
1471.75,-0.342,0.002,-0.238,-1.877,0.691
1472.0,-0.374,0.005,-0.094,-1.944,0.659
1472.25,-0.423,0.004,-0.054,-1.918,0.617
1472.5,-0.472,0.003,-0.015,-1.892,0.575
1472.75,-0.542,0.003,0.011,-1.853,0.533
1473.0,-0.611,0.003,0.037,-1.815,0.491
1473.25,-0.538,0.004,0.029,-1.644,0.555
1473.5,-0.465,0.006,0.021,-1.473,0.618
1473.75,-0.321,0.006,0.076,-1.46,0.656
1474.0,-0.178,0.006,0.13,-1.447,0.693
1474.25,-0.128,0.007,0.299,-1.423,0.802
1474.5,-0.078,0.008,0.468,-1.4,0.911
1474.75,-0.068,0.008,0.529,-1.318,0.895
1475.0,-0.056,0.008,0.589,-1.237,0.879
1475.25,-0.078,0.008,0.554,-1.137,0.901
1475.5,-0.101,0.008,0.519,-1.037,0.923
1475.75,-0.079,0.007,0.547,-0.939,0.819
1476.0,-0.057,0.005,0.575,-0.84,0.716
1476.25,-0.038,0.005,0.539,-0.702,0.586
1476.5,-0.019,0.005,0.502,-0.564,0.456
1476.75,-0.076,0.005,0.422,-0.476,0.484
1477.0,-0.133,0.005,0.342,-0.388,0.511
1477.25,-0.209,0.003,0.292,-0.302,0.548
1477.5,-0.285,0.002,0.242,-0.215,0.585
1477.75,-0.414,0.002,0.323,-0.131,0.571
1478.0,-0.543,0.002,0.403,-0.048,0.557
1478.25,-0.667,0.003,0.459,0.084,0.464
1478.5,-0.791,0.004,0.515,0.216,0.371
1478.75,-0.819,0.004,0.581,0.377,0.363
1479.0,-0.847,0.004,0.647,0.539,0.355
1479.25,-0.766,0.005,0.799,0.658,0.416
1479.5,-0.686,0.007,0.95,0.778,0.476
1479.75,-0.638,0.007,1.083,0.797,0.37
1480.0,-0.589,0.007,1.214,0.817,0.264
1480.25,-0.543,0.007,1.322,0.829,0.549
1480.5,-0.497,0.007,1.43,0.841,0.835
1480.75,-0.456,0.006,1.647,0.894,0.656
1481.0,-0.415,0.005,1.865,0.947,0.478
1481.25,-0.358,0.005,1.973,1.014,0.41
1481.5,-0.3,0.005,2.081,1.081,0.342
1481.75,-0.209,0.004,1.929,1.267,0.394
1482.0,-0.118,0.002,1.776,1.453,0.445
1482.25,-0.035,0.001,1.663,1.596,0.472
1482.5,0.049,0.0,1.55,1.739,0.498
1482.75,0.041,0.0,1.44,1.842,0.449
1483.0,0.033,0.0,1.331,1.945,0.401
1483.25,-0.057,-0.001,1.154,1.992,0.214
1483.5,-0.147,-0.002,0.976,2.039,0.027
1483.75,-0.187,-0.002,0.829,2.282,0.008
1484.0,-0.226,-0.002,0.681,2.525,-0.011
1484.25,-0.141,-0.001,0.584,2.713,-0.002
1484.5,-0.057,0.0,0.486,2.9,0.008
1484.75,-0.046,0.0,0.363,3.045,0.093
1485.0,-0.035,0.0,0.239,3.19,0.177
1485.25,-0.038,0.0,0.278,3.324,0.198
1485.5,-0.041,0.0,0.317,3.459,0.219
1485.75,-0.066,0.0,0.342,3.633,0.106
1486.0,-0.091,0.0,0.367,3.808,-0.008
1486.25,-0.08,0.0,0.365,3.846,-0.157
1486.5,-0.068,0.0,0.362,3.884,-0.306
1486.75,0.011,0.0,0.298,3.94,-0.281
1487.0,0.091,0.0,0.234,3.997,-0.256
1487.25,0.112,0.001,0.257,3.973,-0.356
1487.5,0.133,0.002,0.28,3.95,-0.456
1487.75,0.181,0.002,0.186,3.883,-0.481
1488.0,0.23,0.002,0.092,3.817,-0.506
1488.25,0.133,-0.003,0.027,3.639,-0.524
1488.5,0.036,-0.008,-0.038,3.462,-0.542
1488.75,-0.016,-0.008,-0.079,3.408,-0.647
1489.0,-0.068,-0.008,-0.12,3.353,-0.753
1489.25,-0.061,-0.008,-0.256,3.31,-0.86
1489.5,-0.054,-0.008,-0.391,3.266,-0.968
1489.75,-0.012,-0.008,-0.572,3.24,-0.939
1490.0,0.03,-0.008,-0.754,3.215,-0.91
1490.25,0.039,-0.008,-0.836,3.241,-0.91
1490.5,0.049,-0.008,-0.918,3.267,-0.91
1490.75,0.001,-0.008,-0.954,3.344,-1.021
1491.0,-0.047,-0.008,-0.99,3.42,-1.131
1491.25,-0.095,-0.008,-1.003,3.41,-1.207
1491.5,-0.142,-0.008,-1.015,3.4,-1.283
1491.75,-0.177,-0.007,-0.999,3.387,-1.395
1492.0,-0.213,-0.005,-0.983,3.374,-1.506
1492.25,-0.201,0.0,-0.921,3.372,-1.632
1492.5,-0.189,0.005,-0.86,3.37,-1.758
1492.75,-0.109,0.005,-0.927,3.239,-1.728
1493.0,-0.029,0.005,-0.995,3.107,-1.698
1493.25,0.079,0.004,-0.942,2.824,-1.654
1493.5,0.187,0.003,-0.889,2.541,-1.61
1493.75,0.222,0.003,-0.787,2.163,-1.613
1494.0,0.258,0.003,-0.686,1.784,-1.616
1494.25,0.193,0.003,-0.743,1.411,-1.713
1494.5,0.128,0.003,-0.8,1.037,-1.81
1494.75,0.121,0.003,-0.845,0.711,-1.933
1495.0,0.116,0.003,-0.891,0.386,-2.057
1495.25,0.103,0.003,-0.989,0.073,-2.035
1495.5,0.09,0.003,-1.087,-0.239,-2.012
1495.75,0.057,0.003,-1.19,-0.532,-2.071
1496.0,0.024,0.003,-1.292,-0.824,-2.13
1496.25,0.013,0.003,-1.407,-1.071,-1.992
1496.5,0.002,0.003,-1.523,-1.318,-1.855
1496.75,0.006,0.004,-1.429,-1.48,-1.935
1497.0,0.01,0.005,-1.336,-1.642,-2.016
1497.25,0.007,0.006,-1.226,-1.692,-2.042
1497.5,0.003,0.007,-1.115,-1.741,-2.069
1497.75,0.084,0.007,-1.064,-1.707,-2.066
1498.0,0.165,0.007,-1.013,-1.672,-2.063
1498.25,0.293,0.008,-1.011,-1.769,-1.907
1498.5,0.422,0.009,-1.009,-1.867,-1.751
1498.75,0.522,0.009,-1.022,-2.057,-1.736
1499.0,0.623,0.009,-1.035,-2.247,-1.72
1499.25,0.492,0.008,-1.075,-2.567,-1.664
1499.5,0.361,0.007,-1.115,-2.888,-1.608
1499.75,0.325,0.007,-1.076,-3.189,-1.676
1500.0,0.289,0.007,-1.037,-3.489,-1.745
1500.25,0.111,0.007,-0.952,-3.856,-1.845
1500.5,-0.067,0.007,-0.866,-4.223,-1.945
1500.75,-0.1,0.007,-0.821,-4.587,-1.91
1501.0,-0.133,0.007,-0.776,-4.952,-1.876
1501.25,-0.141,0.007,-0.775,-5.159,-1.711
1501.5,-0.149,0.007,-0.773,-5.366,-1.547
1501.75,-0.092,0.006,-0.723,-5.534,-1.617
1502.0,-0.035,0.005,-0.672,-5.702,-1.688
1502.25,-0.06,0.004,-0.637,-5.757,-1.603
1502.5,-0.084,0.003,-0.601,-5.811,-1.518
1502.75,-0.089,0.003,-0.456,-5.62,-1.373
1503.0,-0.093,0.003,-0.31,-5.429,-1.228
1503.25,-0.106,0.005,-0.201,-5.114,-1.12
1503.5,-0.119,0.006,-0.092,-4.8,-1.011
1503.75,-0.133,0.006,-0.009,-4.556,-0.99
1504.0,-0.146,0.006,0.075,-4.312,-0.969
1504.25,-0.256,0.005,0.215,-4.217,-0.81
1504.5,-0.367,0.003,0.356,-4.121,-0.652
1504.75,-0.364,0.003,0.516,-4.05,-0.576
1505.0,-0.36,0.003,0.675,-3.979,-0.5
1505.25,-0.352,0.003,0.754,-4.111,-0.441
1505.5,-0.344,0.003,0.834,-4.243,-0.381
1505.75,-0.337,0.003,0.9,-4.468,-0.15
1506.0,-0.329,0.003,0.966,-4.693,0.081
1506.25,-0.378,0.003,1.085,-4.886,0.352
1506.5,-0.427,0.003,1.205,-5.079,0.623
1506.75,-0.405,-0.002,1.206,-5.37,0.773
1507.0,-0.382,-0.007,1.207,-5.662,0.923
1507.25,-0.33,-0.008,1.068,-5.909,0.92
1507.5,-0.277,-0.01,0.929,-6.157,0.917
1507.75,-0.416,-0.01,1.012,-6.163,0.875
1508.0,-0.555,-0.01,1.095,-6.168,0.832
1508.25,-0.55,-0.009,1.016,-5.785,0.833
1508.5,-0.546,-0.008,0.937,-5.402,0.833
1508.75,-0.557,-0.008,0.757,-4.677,0.61
1509.0,-0.567,-0.008,0.577,-3.951,0.386
1509.25,-0.441,-0.009,0.554,-2.912,0.494
1509.5,-0.315,-0.01,0.53,-1.873,0.603
1509.75,-0.319,-0.01,0.477,-0.884,0.871
1510.0,-0.323,-0.01,0.423,0.106,1.14
1510.25,-0.181,-0.01,0.405,1.003,1.125
1510.5,-0.038,-0.01,0.388,1.899,1.111
1510.75,-0.013,-0.01,0.334,2.6,1.31
1511.0,0.013,-0.01,0.28,3.3,1.509
1511.25,0.027,-0.01,0.307,3.722,1.455
1511.5,0.042,-0.01,0.335,4.143,1.401
1511.75,-0.038,-0.011,0.292,4.321,1.563
1512.0,-0.118,-0.012,0.249,4.498,1.724
1512.25,-0.123,-0.013,0.072,4.362,1.745
1512.5,-0.128,-0.014,-0.105,4.225,1.765
1512.75,-0.125,-0.014,-0.07,3.765,1.815
1513.0,-0.122,-0.014,-0.034,3.306,1.865
1513.25,-0.164,-0.014,0.026,2.857,1.928
1513.5,-0.206,-0.014,0.087,2.408,1.991
1513.75,-0.124,-0.014,-0.003,2.138,1.979
1514.0,-0.043,-0.014,-0.094,1.868,1.967
1514.25,0.184,-0.013,-0.084,1.815,1.897
1514.5,0.411,-0.012,-0.075,1.762,1.827
1514.75,0.472,-0.012,-0.188,1.842,1.84
1515.0,0.535,-0.012,-0.302,1.922,1.852
1515.25,0.535,-0.012,-0.268,2.094,1.804
1515.5,0.536,-0.012,-0.235,2.265,1.756
1515.75,0.459,-0.012,-0.265,2.458,1.639
1516.0,0.383,-0.012,-0.295,2.651,1.521
1516.25,0.3,-0.012,-0.243,2.638,1.343
1516.5,0.217,-0.012,-0.192,2.624,1.164
1516.75,0.148,-0.011,-0.213,2.665,1.158
1517.0,0.078,-0.01,-0.234,2.706,1.151
1517.25,0.091,-0.01,-0.253,2.67,1.265
1517.5,0.104,-0.01,-0.273,2.634,1.379
1517.75,0.254,-0.01,-0.391,2.498,1.263
1518.0,0.404,-0.01,-0.51,2.362,1.146
1518.25,0.405,-0.01,-0.461,2.117,1.068
1518.5,0.407,-0.01,-0.413,1.872,0.989
1518.75,0.529,-0.01,-0.436,1.619,0.947
1519.0,0.652,-0.01,-0.459,1.366,0.905
1519.25,0.91,-0.005,-0.432,1.108,0.734
1519.5,1.167,0.0,-0.404,0.851,0.563
1519.75,1.284,0.0,-0.434,0.609,0.449
1520.0,1.402,0.0,-0.464,0.368,0.334
1520.25,1.33,0.0,-0.589,0.263,0.176
1520.5,1.258,0.0,-0.714,0.158,0.018
1520.75,1.142,0.0,-0.704,0.22,-0.107
1521.0,1.027,0.0,-0.694,0.282,-0.232
1521.25,0.898,0.0,-0.679,0.31,-0.338
1521.5,0.768,0.0,-0.665,0.337,-0.445
1521.75,0.698,0.002,-0.582,0.341,-0.638
1522.0,0.628,0.003,-0.5,0.346,-0.832
1522.25,0.662,0.003,-0.415,0.338,-0.859
1522.5,0.695,0.003,-0.33,0.33,-0.886
1522.75,0.704,0.003,-0.287,0.356,-0.916
1523.0,0.714,0.003,-0.243,0.381,-0.946
1523.25,0.799,0.003,-0.241,0.35,-1.124
1523.5,0.885,0.003,-0.238,0.318,-1.302
1523.75,0.851,0.003,-0.291,0.216,-1.071
1524.0,0.817,0.003,-0.345,0.115,-0.839
1524.25,0.975,0.004,-0.43,-0.015,-0.994
1524.5,1.133,0.005,-0.515,-0.144,-1.149
1524.75,1.364,0.005,-0.615,-0.344,-1.364
1525.0,1.596,0.005,-0.715,-0.543,-1.579
1525.25,1.663,0.005,-0.857,-0.725,-1.532
1525.5,1.73,0.005,-1.0,-0.907,-1.486
1525.75,1.765,0.005,-0.967,-0.866,-1.362
1526.0,1.799,0.005,-0.935,-0.825,-1.237
1526.25,1.691,0.005,-1.046,-0.598,-0.971
1526.5,1.582,0.005,-1.157,-0.371,-0.705
1526.75,1.453,0.006,-1.08,-0.141,-0.722
1527.0,1.325,0.007,-1.004,0.088,-0.738
1527.25,1.158,0.007,-0.822,0.297,-0.688
1527.5,0.991,0.007,-0.639,0.506,-0.639
1527.75,0.763,0.007,-0.471,0.668,-0.625
1528.0,0.535,0.007,-0.304,0.83,-0.611
1528.25,0.344,0.007,-0.07,0.931,-0.766
1528.5,0.154,0.007,0.164,1.031,-0.922
1528.75,-0.202,0.007,0.364,0.916,-0.905
1529.0,-0.557,0.007,0.564,0.802,-0.889
1529.25,-0.979,0.006,0.703,0.594,-0.859
1529.5,-1.401,0.005,0.843,0.387,-0.829
1529.75,-1.715,0.005,0.958,0.084,-0.903
1530.0,-2.028,0.005,1.073,-0.218,-0.977
1530.25,-2.007,0.005,1.17,-0.538,-0.97
1530.5,-1.986,0.005,1.267,-0.859,-0.963
1530.75,-1.752,0.005,1.264,-1.007,-0.711
1531.0,-1.517,0.005,1.261,-1.154,-0.459
1531.25,-1.262,0.005,1.301,-0.957,-0.299
1531.5,-1.007,0.005,1.34,-0.76,-0.138
1531.75,-0.865,0.005,1.349,-0.447,0.025
1532.0,-0.723,0.005,1.358,-0.134,0.188
1532.25,-0.633,0.005,1.342,0.244,0.228
1532.5,-0.542,0.005,1.326,0.622,0.268
1532.75,-0.644,0.005,1.207,0.932,0.434
1533.0,-0.747,0.005,1.087,1.241,0.599
1533.25,-0.776,0.005,1.025,1.581,0.633
1533.5,-0.805,0.005,0.964,1.922,0.667
1533.75,-0.967,0.005,0.963,2.031,0.811
1534.0,-1.128,0.005,0.963,2.14,0.955
1534.25,-1.463,0.003,0.901,2.112,0.912
1534.5,-1.798,0.002,0.84,2.085,0.868
1534.75,-1.979,0.002,0.945,1.931,0.797
1535.0,-2.16,0.002,1.05,1.778,0.725
1535.25,-2.038,0.002,1.081,1.676,0.711
1535.5,-1.916,0.002,1.111,1.574,0.697
1535.75,-1.677,0.002,1.105,1.454,0.725
1536.0,-1.438,0.002,1.098,1.334,0.753
1536.25,-1.072,0.002,1.017,1.294,0.764
1536.5,-0.707,0.002,0.936,1.254,0.775
1536.75,-0.579,0.002,0.777,1.375,0.73
1537.0,-0.451,0.002,0.618,1.497,0.684
1537.25,-0.336,0.002,0.552,1.663,0.698
1537.5,-0.222,0.002,0.486,1.83,0.712
1537.75,-0.117,0.002,0.35,1.997,0.698
1538.0,-0.013,0.002,0.213,2.164,0.685
1538.25,-0.002,0.002,0.148,2.275,0.694
1538.5,0.009,0.002,0.083,2.385,0.704
1538.75,0.042,0.002,0.13,2.481,0.712
1539.0,0.076,0.002,0.177,2.577,0.72
1539.25,-0.079,0.001,0.132,2.549,0.782
1539.5,-0.233,0.0,0.087,2.522,0.843
1539.75,-0.444,0.0,0.16,2.441,0.965
1540.0,-0.653,0.0,0.232,2.36,1.086
1540.25,-0.679,0.0,0.35,2.331,1.329
1540.5,-0.706,0.0,0.467,2.303,1.573
1540.75,-0.556,0.0,0.442,2.167,1.349
1541.0,-0.407,0.0,0.417,2.031,1.125
1541.25,-0.256,0.0,0.439,1.803,0.956
1541.5,-0.104,0.0,0.46,1.576,0.788
1541.75,0.081,0.0,0.448,1.434,0.706
1542.0,0.266,0.0,0.435,1.292,0.623
1542.25,0.31,0.0,0.339,1.208,0.698
1542.5,0.353,0.0,0.243,1.124,0.774
1542.75,0.34,0.0,0.075,1.031,0.83
1543.0,0.327,0.0,-0.092,0.939,0.887
1543.25,0.255,0.0,-0.256,0.712,1.029
1543.5,0.183,0.0,-0.42,0.485,1.171
1543.75,0.305,0.0,-0.425,0.343,1.026
1544.0,0.428,0.0,-0.43,0.201,0.882
1544.25,0.511,0.0,-0.469,-0.058,0.972
1544.5,0.595,0.0,-0.508,-0.317,1.062
1544.75,0.669,0.0,-0.444,-0.462,1.141
1545.0,0.744,0.0,-0.381,-0.606,1.221
1545.25,0.767,0.0,-0.259,-0.659,1.299
1545.5,0.79,0.0,-0.137,-0.712,1.378
1545.75,0.744,0.0,-0.176,-0.858,1.324
1546.0,0.698,0.0,-0.214,-1.003,1.271
1546.25,0.644,0.0,-0.189,-1.156,1.141
1546.5,0.59,0.0,-0.164,-1.308,1.012
1546.75,0.504,0.0,-0.149,-1.515,0.915
1547.0,0.418,0.0,-0.133,-1.722,0.818
1547.25,0.331,0.0,-0.144,-1.703,0.827
1547.5,0.245,0.0,-0.155,-1.684,0.836
1547.75,0.137,0.0,-0.143,-1.552,0.835
1548.0,0.03,0.0,-0.13,-1.421,0.835
1548.25,0.01,0.0,-0.153,-1.332,0.703
1548.5,-0.009,0.0,-0.175,-1.243,0.571
1548.75,0.046,0.0,-0.201,-1.223,0.575
1549.0,0.101,0.0,-0.227,-1.203,0.579
1549.25,0.225,0.0,-0.282,-1.382,0.599
1549.5,0.348,0.0,-0.337,-1.56,0.618
1549.75,0.464,0.0,-0.315,-1.79,0.614
1550.0,0.582,0.0,-0.295,-2.019,0.61
1550.25,0.621,0.0,-0.299,-2.35,0.522
1550.5,0.661,0.0,-0.304,-2.682,0.434
1550.75,0.607,0.0,-0.351,-3.079,0.361
1551.0,0.552,0.0,-0.398,-3.477,0.288
1551.25,0.393,0.0,-0.467,-3.812,0.112
1551.5,0.233,0.0,-0.536,-4.146,-0.064
1551.75,0.139,0.0,-0.597,-4.459,-0.043
1552.0,0.045,0.0,-0.659,-4.771,-0.021
1552.25,-0.029,0.0,-0.645,-4.94,-0.177
1552.5,-0.104,0.0,-0.632,-5.108,-0.333
1552.75,-0.065,0.0,-0.524,-5.003,-0.423
1553.0,-0.027,0.0,-0.417,-4.899,-0.513
1553.25,0.042,0.0,-0.243,-4.584,-0.531
1553.5,0.112,0.0,-0.068,-4.27,-0.548
1553.75,0.184,0.0,0.093,-3.827,-0.506
1554.0,0.256,0.0,0.254,-3.385,-0.463
1554.25,0.327,0.0,0.274,-2.812,-0.473
1554.5,0.397,0.0,0.293,-2.239,-0.483
1554.75,0.461,0.0,0.276,-1.834,-0.449
1555.0,0.525,0.0,0.257,-1.428,-0.416
1555.25,0.403,0.0,0.15,-1.312,-0.556
1555.5,0.281,0.0,0.043,-1.196,-0.696
1555.75,0.167,0.0,-0.021,-1.228,-0.646
